url_path,websocket,wasm,hash_function,webworkers,messageloop_load,postmessage_load,parallel_functions
watchrecon.com-1702782900230,0,0,0,0,19877,1740,0
canpars.ca-1702632753178,0,0,0,0,431558,21190,0
telebaern.tv-1702753034006,0,0,0,0,17562,2680,0
design-center.at-1702666387503,0,0,0,0,48245,3030,0
pietpiraat.org-1702738220135,0,0,0,1,113677,28830,0
misterstocks.com__tech__starbucks-openin-1702729245205,0,0,0,0,75305,26400,0
killstreak.tv-1702721991630,1,0,0,1,308868,8820,0
psenko1.ru-1702741831577,0,0,0,0,5298,2260,0
serpukhov.boostmasters.ru-1702746481928,0,0,0,0,56390,25580,0
www.jogosfriv2018.net__tscca__hallowee-1702786635241,0,0,0,0,52738,31480,0
classiccarclubmanhattan.com-1702635024406,0,0,0,0,20459,2530,0
galinaslyadneva.blogspot.com-1702709561670,0,0,0,0,223230,7580,0
ticketsales.com-1702776535009,0,0,0,0,67052,6070,0
greatclassified.com-1702713715502,0,0,0,1,40744,4460,1
fullservicegame.com-1702709194043,0,0,0,0,19292,3310,0
fanserials.tv-1702706284325,0,0,0,0,417923,36940,0
jaio.net-1702719345422,0,0,0,0,375773,13890,0
jeuxjeux2.com-1702719749846,0,0,0,0,148192,10940,0
wpost.co-1702785022128,0,0,0,0,20116,3170,0
3dnovels.de-1702615715640,0,0,0,0,148703,31240,0
mrlawyer.ir-1702730559758,0,0,0,0,64329,30780,0
sonera.online-1702748920252,0,0,0,0,20353,2210,0
launcher.pw-1702723464114,0,0,0,0,20746,2680,0
alivelinks.org-1702618029937,0,0,0,0,173379,10210,0
zonacaleta.com-1702789720975,0,0,0,0,21121,2410,0
wagingpeace.org-1702782256988,0,0,0,1,543050,14550,0
skyscrapercity.com-1702747953360,0,0,0,0,113634,4910,0
telem1.ch-1702753360241,0,0,0,0,323261,30780,0
colincowieweddings.com-1702635766582,0,0,0,0,124298,27890,0
mellimovies.com-1702727863828,0,0,0,0,20100,1820,0
games-horror.com__reporter-2__-1702709917300,0,0,0,0,46368,22270,0
cochonrestaurant.com-1702635527566,0,0,0,1,31366,2670,0
conejotonto.com-1702636128080,0,0,0,0,72525,3710,0
maedchenmannschaft.net-1702726022442,0,0,0,0,481095,25720,0
mrprogramer.com-1702730602429,0,0,0,0,121932,7130,0
p3d.in-1702736037954,0,1,1,6,81399,3600,1
austintexas.gov-1702621067610,0,0,0,0,47960,5340,0
www.jogosfriv2018.net__tscac__sniper-f-1702786552867,0,0,0,0,77603,31400,0
legiondecomiqueros.com-1702723734911,0,0,0,0,61731,2760,0
games-horror.com__duck-season__-1702709752735,0,0,0,0,29827,36720,0
cettire.com-1702633832248,0,0,0,0,19844,3540,0
psycport.com-1702741958166,0,0,0,0,112558,20590,0
montereycountyweekly.com-1702730051406,0,0,0,0,437136,28110,0
3ds.com-1702615736455,0,0,0,0,119166,7850,0
247prox.link-1702615569709,0,0,0,0,18822,2160,0
www.jogosfriv2018.net__tscca__red-boy--1702786655824,0,0,0,0,39179,28990,0
keskipohjanmaa.fi-1702721678021,0,0,0,0,261842,12340,0
elevenmadisonpark.com-1702704201907,0,0,0,0,511958,33030,0
garaanews.com-1702710124997,0,0,0,0,20681,3020,0
helpstart.co.kr-1702715101772,0,0,0,0,26114,2340,0
chrisevans3d.com-1702634368429,0,0,0,0,63483,2420,0
vrijwilligrenkum.nl-1702782017835,0,0,0,1,219060,14140,0
filetender.com-1702707203711,0,0,0,1,22865,3400,0
nekretnine.rs-1702732284101,0,0,0,0,599945,35540,0
cyklistikakrnov.com__Cyklotrasy__c-551__-1702653731720,0,0,0,0,31384,2990,0
fwxgx.com-1702709342845,0,0,0,0,19983,2220,0
departementfeminin.com-1702665079682,1,0,0,0,23748,2780,0
voyager1.net-1702781952599,0,0,0,0,72276,2220,0
droppdf.com-1702694040130,0,0,0,0,1673861,44100,0
allnewspipeline.com-1702618237287,0,0,0,6,225593,44990,1
sunbonus.ru-1702751032809,0,0,0,0,113780,34780,0
legalzoom.com-1702723593883,0,0,0,1,36020,2200,0
pinterest.ru-1702738344335,0,0,0,0,115587,3750,0
4shooter.com-1702615883757,0,0,0,0,144741,36400,0
submittable.com-1702750901779,0,0,0,0,5700,2480,0
polishorigins.com-1702740136435,0,0,0,0,33229,3040,0
spacefellowship.com-1702749251903,0,0,0,0,63135,4900,0
infini.fr-1702717766124,0,0,0,0,136492,5320,0
housestay.com-1702715924984,0,0,0,0,179575,31560,0
us.coca-cola.com-1702780344918,0,0,0,0,22074,2140,0
superhex-io.com-1702751224150,0,0,0,0,98943,4150,0
hse24.at-1702716009554,0,0,0,0,20170,2710,0
discografiasgratisbypichon.blogspot.com-1702676261624,0,0,0,0,160085,8730,0
fashionland.dk-1702706453627,0,0,0,0,197985,9030,0
mute.com-1702730913884,0,0,0,0,465191,40260,0
darkcointalk.org-1702659261512,0,0,0,0,19500,2100,0
hamshahri.ir-1702714507417,0,0,0,0,145635,28110,0
idealfound.com-1702716673351,0,0,0,0,115447,5730,0
hamyargraphic.ir-1702714528193,0,0,0,0,1437391,47000,0
netsuite.com-1702732524495,0,0,0,0,78928,5950,0
pichotgallery2018f.pw-1702738090793,0,0,0,0,59829,28370,0
dimondrotator.com-1702674300680,0,0,0,0,18296,2090,0
pichotgallery2018b.pw-1702738069745,0,0,0,0,31284,3680,0
stylebubble.co.uk-1702750860023,0,0,0,1,61439,27140,0
idealworld.tv-1702716694561,0,0,0,0,40101,2520,0
105.net-1702567963875,0,0,0,0,285554,8770,0
samika.ir-1702745508198,0,0,0,0,598430,21080,0
diyways.com-1702679366613,0,0,0,0,27477,2650,0
buehnen-graz.com-1702632063078,0,0,0,0,163576,30420,0
filmovix.net-1702707328324,0,0,0,2,308843,13450,0
cancercompass.com-1702632641371,0,0,0,0,178482,22110,0
tvtropes.org-1702778688910,0,0,0,0,21969,2420,0
mizrah.ru-1702729350767,0,0,0,0,115902,26930,0
ilna.news-1702717028365,0,0,0,0,518815,30170,0
arc.io-1702619800988,1,0,0,0,30964,2480,1
makedonija.in-1702726259072,0,0,0,0,96623,45350,0
www.cyklistikakrnov.com__Zavody__okolo-1702786155142,0,0,0,0,64010,25830,0
allfacebook.de-1702618216227,0,0,0,1,212896,8300,0
brindescriativos.com.br-1702631850640,0,0,0,1,27866,2930,0
trochoi.net-1702778002707,0,0,0,0,113421,32380,0
nulisbuku.com-1702734081336,0,0,0,0,7418,46310,0
doge-coin.top-1702682443841,0,0,0,0,31793,2860,0
versionfinal.com.ve-1702781009177,0,0,0,0,37968,6710,0
technopat.net-1702752905461,0,0,0,1,190658,12840,0
trafi.fi-1702777438656,0,0,0,0,325580,10850,0
hole-io.online-1702715686268,0,0,1,1,236238,2960,0
theathletic.com-1702762621481,1,0,0,1,132508,7020,1
alexandani.com-1702617923400,0,0,0,0,280249,11970,0
92148.com-1702616083024,0,0,0,0,18529,1890,0
roadsexe.com-1702744350227,0,0,0,0,248408,59310,0
uniroma1.it-1702779868548,0,0,0,0,20104,2540,0
indiabix.com-1702717551028,0,0,0,0,19141,1790,0
delfi.lt-1702663963226,0,0,0,0,423863,21390,0
tvsinpagar.com-1702778667896,0,0,0,0,21915,3140,0
www.motorcycle.com__manufacturer__zero-1702787233648,0,0,0,0,55233,31830,0
facepunch.io-1702706049560,0,0,0,0,19968,1920,0
leningrad.top-1702723942972,0,0,0,0,221961,34130,0
insiders.com.ua-1702718102807,0,0,0,0,236027,26060,0
web.hookedonphonics.com-1702783162872,0,0,0,0,24239,2410,1
namecheap.com-1702731747201,0,0,0,1,141117,5190,0
dopemakeup.com-1702686332743,0,0,0,0,164527,18030,0
ketnet.be-1702721703642,0,0,0,0,121599,5310,0
codaworx.com-1702635570329,0,0,0,1,178769,7130,0
swf.ir-1702751625195,1,0,0,0,75912,2810,0
caribbean360.com-1702632898301,0,0,0,2,6988,3740,0
pelisenlatinoonline.com-1702737150097,0,0,0,0,134875,26810,0
starviewer.club-1702750122493,0,0,0,1,104631,34720,0
texasrealestate.com-1702757729773,0,0,0,0,23724,3200,0
gearlive.com-1702710376821,0,0,0,0,163981,7860,0
alinearestaurant.com-1702618008566,0,0,0,0,176434,11510,0
bolt.com-1702631190181,0,0,0,0,211400,18240,0
tugendhat.eu-1702778174146,0,0,0,0,637078,29620,0
zanimalnya.weebly.com-1702789255375,0,0,0,0,141830,24730,0
comune.fi.it-1702636063623,0,0,0,0,51701,2540,0
beta.shapeshift.com-1702629390673,1,0,0,0,205501,49880,0
desktophero3d.com-1702666429338,0,0,0,0,48096,4580,0
haasil.net-1702714380341,0,0,0,0,129456,5090,0
streesp.ac.th-1702750712569,0,0,0,0,92123,28190,0
givemejav.com-1702710949969,0,0,0,0,29310,2840,0
tromsite.com-1702778023837,0,0,0,1,20748,2640,0
cremers.org.br-1702643554604,0,0,0,1,398538,31420,0
phoenixuniversity.com-1702737869165,0,0,0,0,381004,34500,0
uobaghdad.edu.iq-1702779978912,0,0,0,0,21915,2930,0
natalyadivuha.blogspot.com-1702731858473,0,0,0,0,96797,4580,0
www.elizabethanenglandlife.com__-1702786200076,0,0,0,0,25256,5360,0
carlarjenkins.com-1702633040285,0,0,0,0,49465,7500,0
jku.at-1702719918622,0,0,0,0,183523,7620,0
larimer.org-1702723399968,0,0,0,0,103221,9390,0
everexam.in-1702705489977,0,0,0,0,77178,23990,0
knowthegoodshepherd.org-1702722342184,0,0,0,0,26156,3380,0
nashvilleloop.com-1702731837691,0,0,0,0,65317,3260,0
inquisitr.com-1702718040607,0,0,0,0,161343,26040,0
tangerine.ca-1702752398191,0,0,0,0,279120,10890,0
koffienl.nl-1702722475024,0,0,0,0,99565,5360,0
cjponyparts.com-1702634960413,0,0,0,0,98048,3090,0
malayalamlive.com-1702726340350,0,0,0,0,55855,28730,0
d3.ru-1702655612192,0,0,0,0,51161,3050,0
jornalmontesclaros.com.br-1702720429305,0,0,0,0,98899,4670,0
www.anmaxjp.com-1702785307107,0,0,0,0,9340,2280,0
mm-myanmar-mm.blogspot.com-1702729434327,0,0,0,0,20556,2770,0
pirateproxy.click-1702738821959,0,0,0,0,56181,31930,0
hamo.tv-1702714464692,0,0,0,0,1722,1880,0
imigrantesitalianos.com.br-1702717468125,0,0,0,0,12854,21790,0
autozone.com-1702621153735,0,0,0,2,96164,2920,1
soha.vn-1702748789890,0,0,0,0,36310,2710,0
threekit.com-1702776467486,0,0,0,0,19877,2370,0
thiweb.com-1702776446253,0,0,0,0,110532,2440,0
borfilm.com-1702631444673,0,0,0,0,142278,8700,0
uta.fi-1702780501249,0,0,0,0,23988,3230,0
compass.com-1702635977360,0,0,0,0,132708,6090,0
bahria.edu.pk-1702621925735,0,0,0,1,400894,15060,0
la-autentica-mano-pluda-relatos.blogspot.com-1702723082650,0,0,0,0,234230,24710,0
shareaholic.com-1702747051161,0,0,0,0,181180,28710,0
viclix.com-1702781217955,0,0,0,0,789349,44600,0
ukpirate.org-1702779177816,0,0,0,0,269303,34920,0
sep.gob.mx-1702746315743,0,0,0,0,98847,2230,0
hermitstudio.com-1702715233153,0,0,0,0,74162,29100,0
rawofficethumbs.com-1702743156004,0,0,0,0,169081,30960,0
jabonline.in-1702719119730,0,0,0,0,20139,2690,0
replaytvstreaming.com-1702743880751,0,0,0,0,53394,2580,0
kaset.pw-1702721356096,0,0,0,0,55911,25810,0
info.jct.ac.il-1702717809396,0,0,0,0,5283,3130,0
projectwoodhaven.com-1702741336018,0,0,0,3,115866,4680,0
minox-dlya-volos.ru-1702728912061,0,0,0,0,103222,32520,0
pfaf.org-1702737825850,0,0,0,0,431295,30040,0
amylynnandrews.com-1702618829693,0,0,0,1,80438,44270,0
citifmonline.com-1702634814142,0,0,0,0,251657,8890,0
cizgiroman.com-1702634877703,0,0,0,0,333207,43840,0
brainwashed.com-1702631636708,0,0,0,0,122560,6520,0
bugatti-fashion.com-1702632105027,0,0,0,0,401928,8290,0
7tors.com-1702616062169,0,0,0,0,159045,6090,0
thepiratebay.tel-1702773024644,0,0,0,0,77497,23180,0
tomadivx.tv-1702777037609,0,0,0,0,19938,2370,0
mercedesamgf1.com-1702728166882,0,0,0,0,4498,2250,0
cheezburger.com-1702634071681,0,0,0,0,58281,2340,0
urzadzamy.pl-1702780322223,0,0,0,0,22626,2660,0
vidabox.com-1702781248925,1,0,0,1,52108,7250,0
moschat.com-1702730206610,0,0,0,0,134493,42860,0
ateliercrenn.com-1702620595759,0,0,0,0,2030188,38120,0
piratebays.be-1702738595941,0,0,0,0,18045,2440,0
cyklistikakrnov.com__Cyklotrasy__stezka--1702654792933,0,0,0,0,47516,34660,0
jawatan-kerja.com-1702719536204,0,0,0,0,52652,23250,0
kalamngychat.com-1702721092609,0,0,0,0,203088,19130,0
actuary.org-1702616827820,0,0,0,2,124785,5320,0
mkv-paste.com-1702729371484,0,0,0,0,244381,27980,0
creatur.io-1702643157735,1,0,0,1,61739,2570,0
counter-strike.net-1702639447995,0,0,0,0,148937,32490,0
dragonfyresoftware.com-1702692101662,0,0,0,0,96458,3140,0
jeveuxunepub.com-1702719770675,0,0,0,0,31596,24390,0
anmt.org-1702619295091,0,0,0,0,19384,1880,0
perfil.com-1702737441959,0,0,0,0,275139,10700,0
russiacompany.ru-1702745183214,0,0,0,0,311488,18960,0
roisterrestaurant.com-1702744462062,0,0,0,0,70310,9090,0
twickets.live-1702778777842,0,0,0,0,6160,1310,0
eskoz.blogspot.com-1702705277381,0,0,0,0,122381,51280,0
playingfor90.com-1702739320917,0,0,0,0,209796,32730,0
prismberlin.de-1702741121238,0,0,0,0,5227,1980,0
waoo.tv-1702782527031,0,0,0,0,22222,2240,0
huffingtonpost.jp-1702716182673,0,0,0,2,308726,8870,0
danielbarenboim.com-1702658011929,0,0,0,0,5603,1730,0
public.gr-1702742020702,0,0,0,0,40946,2670,0
spinbot.net-1702749462282,0,0,0,0,130056,7290,0
dailysignal.com-1702656242273,0,0,0,3,23355,7390,1
discoverorg.com-1702676282391,0,0,0,1,18798,2320,0
2436.net-1702615548984,0,0,0,0,207570,20830,0
treasurebits.net-1702777729717,0,0,0,0,76407,29710,0
townwork.net-1702777354525,0,0,0,0,623430,44880,0
seriesmegahd720p.blogspot.com-1702746400491,0,0,0,0,19607,3030,0
mittelelbe.com-1702729286837,0,0,0,0,19632,3140,0
pi-news.net-1702737973809,0,0,0,0,101792,5640,0
cesifo.org-1702633810641,0,0,0,0,98866,4590,0
ossianstudios.com-1702735793665,0,0,0,0,21129,2190,0
jfpi.or.jp-1702719791220,0,0,0,0,155582,34080,0
theartistlounge.net-1702762580031,0,0,0,0,20638,2980,0
vrt.be-1702782039143,0,0,0,0,22037,2730,0
nexon.com-1702733126146,0,0,0,0,5265,1270,0
atlantasymphony.org-1702620677668,0,0,0,2,87464,2590,0
zoll.de-1702789551225,0,0,0,0,34930,2490,0
englishdailyworkout.com-1702704909154,0,0,0,1,148445,2140,0
folhamax.com-1702707852105,0,0,0,0,87915,4410,0
img2018world.pw-1702717362165,0,0,0,0,44173,24730,0
euroresidentes.com-1702705364020,0,0,0,0,97449,5860,0
ruv.is-1702745228583,0,0,0,0,145145,6410,0
www.cargames.com__Racing-Circuit-Fever-1702785864610,0,0,0,0,63813,26810,0
fracturahidraulicano.info-1702708331529,0,0,0,0,26106,2370,0
gonki-games.ru-1702713171748,0,0,0,0,5090,2560,0
escosdupliceerservice.nl-1702705233463,0,0,0,0,43272,2710,0
fairygodboss.com-1702706133289,0,0,0,0,20222,2150,0
audiojungle.net-1702620982108,0,0,0,0,129465,27130,0
silviagalvez.blogspot.com-1702747574832,0,0,0,0,557614,32320,0
bilbaobbklive.com-1702629778851,0,0,0,3,97532,3350,0
www.cargames.com__Helix-Jump-1702785617590,0,0,0,0,50829,32050,0
gsma.com-1702713969539,0,0,0,0,632572,26240,0
soft112.com-1702748688271,0,0,0,0,97485,3840,0
sohoj.my-1702748813255,0,0,0,0,309218,11970,0
awaytogarden.com-1702621386766,0,0,0,0,141679,9010,0
osd.gr-1702735736499,0,0,0,0,929456,21810,0
rojadirecta.me-1702744483151,0,0,0,0,119024,4290,0
jawwy.tv-1702719556776,1,0,0,0,20451,1950,0
goshen.net-1702713375864,0,0,0,0,5508,1760,0
qmxip.com-1702742403268,0,0,0,0,47208,24510,0
thepiratebay.click-1702772918430,0,0,0,0,240814,22250,0
ingestructurasdeoccidente.com-1702718019935,0,0,0,0,25959,2800,0
lexaloffle.com-1702724301081,0,0,0,0,46238,3780,0
nd.edu-1702732118049,0,0,0,0,382714,42150,0
simpleco.in-1702747621075,0,0,0,0,181672,41830,0
1forthepeople.com-1702615468242,0,0,0,0,321326,29520,0
lichess.org-1702724457088,1,0,0,0,70423,3910,0
xn--80affa3aj0al.xn--80asehdb-1702788139606,1,0,0,0,22200,2130,1
c-suitenetwork.com-1702632427648,0,0,0,1,459008,36660,0
dota2.com-1702687412495,0,0,0,0,164846,10200,0
audio-knigki.com-1702620938411,0,0,0,0,46550,2880,0
lstc.edu-1702725684254,0,0,0,1,174142,8190,0
carwale.com-1702633231204,0,0,0,1,48444,8450,0
fun48.com-1702709214847,0,0,0,0,58567,32030,0
wirtschaftsdeutsch.de-1702784514538,0,0,0,0,20557,2580,0
aristemoeng.blogspot.com-1702620074416,0,0,0,0,200251,23840,0
unesco.org-1702779783818,0,0,0,0,777346,35490,0
thegrillnewyork.com-1702767683775,0,0,0,0,257803,31240,0
alltrails.com-1702618324182,0,0,0,6,101508,7070,1
dummymag.com-1702696449668,0,0,0,0,66559,8170,0
www.wp-monero-miner.com-1702787666394,0,0,0,0,133972,6950,0
bit.tube-1702630018723,1,0,0,1,185494,2820,0
piratebay.tel-1702738492254,0,0,0,0,19967,3180,0
genyoutube.net-1702710462296,0,0,0,0,32888,2220,0
arab-new.ru-1702619737663,0,0,0,0,19826,2070,0
piring.com-1702739089500,0,0,0,0,4821,2170,0
breitbart.com-1702631721317,0,0,0,0,196494,10460,0
otip.com-1702735845958,0,0,0,0,36080,2770,0
yeloplay.be-1702788589341,0,1,1,0,19851,2000,0
www.cargames.com__Mountain-Truck-Trans-1702785761644,0,0,0,0,76545,28990,0
gamesforboys.ru-1702710020241,0,0,0,0,510591,81830,0
myfamilysurvivalplan.com-1702731128956,0,0,0,1,20273,2010,0
theasianbox.com-1702762600712,0,0,0,0,144251,25720,0
123moviesla.com-1702615361089,0,0,0,0,47460,22700,0
fisheco.se-1702707582304,0,0,0,0,488063,36050,0
astronomie.info-1702620491331,0,0,0,0,18121,2060,0
yourvideofile.org-1702788923618,0,0,0,0,103173,32990,0
pixelwave.ro-1702739153760,0,0,0,0,4935,2130,0
josephoregonweather.com-1702720451924,0,0,0,0,278865,21990,0
benetech.org-1702629108118,0,0,0,1,97351,6750,0
kzkeno.com-1702723061893,0,0,0,0,21075,2940,0
hlntv.com-1702715578288,0,0,0,0,144652,45070,0
fooqsmiami.com-1702707982007,0,0,0,0,50138,3560,0
findlips.ml-1702707436686,0,0,0,0,190476,50510,0
jomashop.com-1702720384911,0,0,0,0,20143,2480,0
teammoneyfreedom.com-1702752738260,0,0,0,0,18532,2210,0
gameofbay.eu-1702709670371,0,0,0,0,45378,2460,0
dorama.site-1702687370940,0,0,0,0,114216,5380,0
nieuwsblad.be-1702733169481,0,0,0,0,443039,13700,0
jr-central.co.jp-1702720557092,0,0,0,0,19419,2240,0
thedailyhaze.com-1702767554216,0,0,0,2,94576,5700,0
jitunews.com-1702719875386,0,0,0,0,452735,28010,0
serieshdpormega.com-1702746379563,0,0,0,1,99119,6260,0
gog.com-1702713043220,0,0,0,1,21449,3680,0
pljusak.com-1702739510814,0,0,0,2,284568,11700,0
torrentclub.su-1702777227239,0,0,0,0,2001834,56910,0
cbsn.ws-1702633397404,0,0,0,10,167764,6010,1
censor.net.ua-1702633722486,0,0,0,0,19327,2000,0
seminarski-diplomskico.rs-1702746222246,0,0,0,0,19883,2680,0
mediaarea.net-1702727466694,0,0,0,0,45212,3220,0
obzor-investproekt.ru__ferm__ff-original-1702734282052,0,0,0,0,47724,29530,0
clubedodualaudio.org-1702635399674,0,0,0,0,51760,21720,0
bopp-obec.info-1702631423123,0,0,0,0,194845,7290,0
artistic-nude-images.com-1702620159033,0,0,0,0,191710,31220,0
nomepierdoniuna.net-1702733504923,0,0,0,0,268622,12080,0
i.underground.click-1702716440562,0,0,0,0,31752,2730,0
xklxsw.com-1702788015482,0,0,0,0,172016,7140,0
sweetdoge.com-1702751603584,1,0,0,0,35265,2010,0
proxyproxyproxy.net-1702741708560,0,0,0,0,99816,20730,0
solopatin.com-1702748877603,0,0,0,0,277079,10160,0
uktpb.net-1702779219668,0,0,0,0,19407,1990,0
corporateeurope.org-1702637396655,0,0,0,0,7920,1660,0
astrohelper.ru-1702620469045,0,0,0,1,30479,2920,1
teacherworld.com-1702752657650,0,0,0,0,330619,19150,0
cockyauthors.com-1702635549308,0,0,0,0,28334,2310,0
axieinfinity.com-1702621574045,0,0,0,0,74623,40360,0
wintellram.blogsky.com-1702784492652,0,0,0,0,19860,2030,0
znet.hr-1702789507931,0,0,0,1,293233,12070,0
artnewscafe.com-1702620239826,0,0,0,1,979293,26940,0
animedevourer.com-1702619108520,0,0,0,0,73848,2780,0
consensys.net-1702636212620,0,1,1,10,19495,2530,1
titki.net-1702776708306,0,0,0,0,36611,25590,0
dastelefonbuch.de-1702659325601,0,0,0,0,151043,8800,0
bshwat.com-1702631980218,0,0,0,0,18621,3270,0
thepiratebayorg.org-1702773065980,0,0,0,160,88797,10020,0
bulacan.gov.ph-1702632170442,0,0,0,1,109469,2490,0
